908004,Ricky Swallow,11/25/1978
353008,Kelley Wunsch,3/28/1965
547675,Oren Pinnock,4/23/1969
985755,Darren Tannehill,5/24/1960
549715,Mitchel Oneil,5/13/1996
723233,Waylon Kam,5/25/1982
884265,Titus Condon,9/27/1993
300853,Abram Steil,10/20/1984
963143,Lester Feller,1/16/1977
184553,Gustavo Pettiford,2/11/1996
617709,Clemente Cipolla,10/25/1973
748307,Barton Neidig,2/25/1996
899647,Cruz Tweed,3/16/1963
316232,Ambrose Mcmullin,1/26/1958
621326,Zane Largent,5/6/1981
652605,Reynaldo Witten,2/3/1978
774643,Diego Roddy,8/15/1963
372014,Manuel Engelbrecht,3/17/1986
744995,Maurice Cicero,6/7/1986
519661,Dannie Kimes,5/8/1973
681504,Graham Field,1/21/1973
571788,Filiberto Fajardo,6/10/1994
606827,Guillermo Javier,11/20/1993
661813,Nathanial Mcconkey,4/14/1986
405439,Danilo Cassady,10/6/1991
282145,Karl Purdom,12/31/1984
607049,Winfred Fontanez,10/10/1984
822821,Wilbert Blackshear,5/26/1963
548499,Wyatt Rolfe,1/1/1967
863600,Efren Croll,12/13/1989
497453,Ulysses Chaffin,11/16/1974
913982,Shirley Midgette,9/24/1968
321241,Benton Issa,6/12/1968
740033,Hubert Feinberg,10/6/1973
839723,Bernie Orme,3/10/1995
194680,Sang Shaffer,6/29/1969
889954,Rick Goodlett,10/24/1973
468141,Nick Lepage,9/22/1969
241553,Rudolph Boos,7/2/1994
230726,Parker Mcquade,6/23/1972
946096,Korey Leddy,4/18/1966
917987,Juan Dillard,7/1/1982
814977,Devon Fluker,10/20/1975
963796,Santiago Casler,8/6/1965
497969,Cecil Beatty,1/13/1993
786889,Israel Dyke,8/17/1968
523590,Ryan Schmitz,10/15/1976
558660,Ronnie Tunstall,5/10/1976
440159,Jimmy Fey,9/22/1989
557759,Jonah Anspach,12/23/1972
863107,Dillon Orenstein,6/9/1972
805951,Broderick Ricard,5/26/1974
567424,Jonah Waggener,12/24/1994
457431,Marvin Place,4/17/1992
541915,Devon Wootton,6/9/1972
302731,Hollis Raber,12/14/1968
477476,Bradley Millican,12/10/1974
414994,Del Darbonne,9/11/1994
939408,Derrick Eastin,9/22/1962
299704,Clay Thurmond,5/8/1989
695975,Wilfred Colegrove,9/13/1959
242352,Avery Freel,2/23/1978
230988,Samual Lerch,12/11/1963
992888,Al Rudder,7/28/1987
468202,Bud Mccartney,10/28/1984
925887,Sammy Wynne,12/10/1989
179731,Brady Edelson,12/29/1972
704169,Rodrick Cuomo,9/2/1974
217388,Nathanael Kwiatkowski,12/5/1993
807017,Palmer Rafter,4/14/1990
705829,Royal Shepler,7/6/1982
617412,Colton Shanley,4/27/1962
669717,Amos Starner,1/27/1975
873860,Danny Hansen,9/16/1988
900482,Weldon Worrall,5/19/1961
847906,Shane Orellana,4/13/1982
423766,Lyndon Appling,4/9/1980
497347,Darnell Lichtenstein,8/14/1985
262009,Carl Hutchins,2/24/1991
289584,Sebastian Spano,12/21/1988
853287,Felix Mauer,1/26/1989
500666,Foster Elser,10/6/1991
154178,Dorian Storm,9/16/1973
240028,Colin Town,11/21/1995
565541,Alberto Buck,1/1/1967
228706,Emanuel Babineau,10/13/1969
153434,Alexander Bethea,8/8/1962
247686,Romeo Huey,2/25/1978
748514,Martin Sheaffer,1/12/1963
173059,Joe Helsel,8/18/1970
840560,Boyce Ryckman,8/9/1987
403540,Andrea Quinonez,12/20/1969
962592,August Higley,2/22/1973
374793,Jackie Whitmer,2/27/1958
592345,Richie Hershman,4/15/1996
299442,Chris Rayner,3/2/1967
487776,Sal Mabe,10/31/1959
827236,Ted Laws,7/14/1984
595477,Giuseppe Brott,6/4/1990
875334,Jasper Chicoine,9/3/1985
782020,Rich Kott,7/2/1988
323193,Millard Croxton,11/11/1975
304870,Stanley Headrick,7/8/1967
266469,Courtney Mcbee,1/29/1964
161784,Tracey Longfellow,2/21/1974
857728,Donnell Sandberg,7/9/1985
235336,Reinaldo Hesse,4/11/1979
539524,Louie Freed,12/28/1977
260369,Rudy Theiss,8/21/1973
697605,Ariel Amado,10/23/1979
531026,Raymundo Ehrhardt,3/12/1995
428712,Carmen Nauman,9/15/1986
264028,Floyd Villagomez,5/28/1971
117401,Jack Conaway,5/8/1974
645988,Saul Wainwright,1/5/1961
738558,Jeremy Neubauer,8/10/1969
259186,Carey Godley,10/26/1976
246727,Denis Emmerich,8/19/1975
135831,Marshall Coppin,2/11/1974
191122,Sandy Fults,8/25/1984
357443,Thomas Flanery,10/10/1965
361896,Octavio Vanscyoc,7/10/1961
560505,Diego Whitcher,3/17/1991
384329,Lyman Hang,12/13/1992
931683,Lanny Swart,2/6/1978
733145,Marcel Sabatino,9/16/1978
498190,Robin Dykes,9/21/1964
305866,Marcelo Sermons,3/20/1995
407740,Arnold Eckard,2/27/1981
360746,Manual Wicks,4/17/1967
559183,Jared Hiller,4/8/1979
847063,Gerardo Wein,4/7/1973
389402,Leo Symons,4/13/1967
266669,Lucien Atkison,3/8/1975
622011,Efrain Starkes,4/4/1959
650117,Walton Mcclaine,6/30/1987
338964,Carlos Callihan,4/2/1973
786258,Emery Reiber,9/4/1982
847317,Sylvester Mclendon,4/11/1961
177540,Thurman Lamb,6/22/1962
480003,Shaun Mackin,11/16/1982
859886,Newton Wass,12/10/1960
247309,Jonah Rabin,9/10/1959
670488,Walton Moye,4/19/1979
477938,Craig Parkey,6/11/1985
213519,Foster Englert,6/16/1969
810757,Abraham Bargas,1/24/1983
662653,Cleo Ogletree,4/3/1983
120584,Leland Bob,3/15/1995
872604,Florentino Nakano,8/8/1980
294659,Jed Ro,10/1/1977
716371,Horacio Galbraith,3/19/1959
220930,Leo Pitre,12/1/1992
898173,Noble Winger,2/12/1977
349244,Pete Hedlund,4/11/1983
380961,Carol Linsley,2/2/1990
186580,Florencio Schmitt,4/24/1984
789632,Dong Churchwell,8/2/1971
642967,Elbert Matos,12/5/1995
706605,Kelvin Roosevelt,7/14/1964
255873,Hugh Mccasland,8/7/1980
331973,Laverne Ehrlich,12/7/1986
320849,Lindsay Yarger,3/30/1988
758245,Danial Acuna,3/4/1986
400648,Dennis Evatt,12/25/1978
998557,Dorsey Packard,1/4/1959
573917,Eugenio Deltoro,6/25/1967
573913,Israel Maguire,5/10/1964
340146,Josiah Pietrzak,2/21/1982
576115,Erik Donner,12/1/1989
319758,Ezekiel Castellanos,1/30/1995
789731,Prince Concannon,6/12/1984
665999,Desmond Sauve,10/3/1978
456411,Cedric Ballentine,9/28/1977
994192,Jeffry Hullinger,5/3/1972
709355,Rocco Berrios,7/1/1976
633905,Kent Weiland,12/24/1962
705688,Shon Mendell,10/31/1986
898487,Otha Mcmichael,8/30/1971
151200,Gerard Pool,8/15/1968
621956,Ernie Vides,12/1/1992
689669,Virgil Goldstein,6/11/1994
435476,Alfonzo Larue,4/2/1983
628991,Dino Mclain,7/14/1989
366751,Major Beier,3/31/1976
809667,Mitchel Salamanca,3/8/1988
456776,Yong Frisina,7/22/1973
532323,Jeff Ash,2/15/1971
977286,Riley Mares,7/20/1962
905363,Santo Cook,7/5/1985
832232,Rey Foulds,9/17/1982
307213,Damien Leatham,10/26/1962
948840,Jesse Bank,11/25/1967
657583,Micah Cookson,4/1/1975
130475,Gil Gartman,2/16/1988
747769,Lemuel Coronel,2/27/1995
399090,Clarence Crader,5/18/1994
213301,Henry Barragan,1/25/1976
855033,Lyndon Paulson,12/13/1962
621190,Hal Overlock,5/15/1982
193107,Colton Dolby,8/1/1971
143968,Rodrigo Carrigan,1/5/1978
680437,Jamey Conrad,7/4/1973
737208,Alphonso Givan,9/14/1975
401691,Tristan Gaymon,1/7/1971
737181,Bo Levasseur,12/31/1961
799450,Hershel Gaier,12/4/1964
239759,Andy Faison,1/18/1988
759707,Whitney Bushee,9/17/1991
621685,Geraldo Shuman,4/7/1958
270288,Landon Culligan,7/10/1975
231978,Jan Tapscott,6/6/1974
457746,Marcelino Macomber,9/16/1979
947924,Randall Brehm,12/2/1987
363836,Chris Winbush,5/21/1961
512314,Kristopher Lobel,6/8/1968
822685,Donte Chronister,6/28/1964
901934,Horace Womac,6/28/1965
244212,Sheldon Suttle,10/16/1971
977305,Jim Beebe,10/13/1984
220465,Art Birkland,7/12/1961
552561,Lionel Bottomley,4/3/1991
871541,Peter Bostic,10/17/1973
579913,Charlie Mcknight,11/1/1960
736643,Hai Fairbanks,10/12/1991
365355,Rogelio Stoneman,12/15/1980
238062,Tyron Bridge,8/27/1988
954524,Jerrell Mccullers,12/27/1970
856950,Jeramy Joines,3/25/1984
938678,Emanuel Kea,2/21/1958
382025,Markus Roberge,5/23/1994
486392,Joey Davies,4/25/1973
814514,Jordon Hankins,4/17/1990
295371,Lindsey Carreon,9/7/1995
401575,Eloy Girardi,3/30/1984
158861,Rick Hock,12/18/1984
159302,Jarrod Bustamante,5/29/1969
285530,Jere Cavallaro,6/7/1962
